shortName,wpURL,wpID,wdID,WPPageCreate
robert evelyn porter,https://en.wikipedia.org/wiki/Robert_Evelyn_Porter,56412449,Q47520370,2018-01-26
ian johnston (doctor),https://en.wikipedia.org/wiki/Ian_Johnston_(doctor),5404727,Q5981919,NA
heini becker,https://en.wikipedia.org/wiki/Heini_Becker,42252822,Q16096830,2014-03-20
peter jones (australian politician),https://en.wikipedia.org/wiki/Peter_Jones_(Australian_politician),51678907,Q27922653,NA
chris sumner,https://en.wikipedia.org/wiki/Chris_Sumner,33258707,Q5108195,2011-09-30
john horvath,https://en.wikipedia.org/wiki/John_Horvath,64261561,Q96265016,2020-06-13
max moore-wilton,https://en.wikipedia.org/wiki/Max_Moore-Wilton,9081638,Q6795025,NA
clem christesen,https://en.wikipedia.org/wiki/Clem_Christesen,11478371,Q1100236,2007-05-29
bruce goodluck,https://en.wikipedia.org/wiki/Bruce_Goodluck,20130988,Q4977562,2008-11-09
ben humphreys,https://en.wikipedia.org/wiki/Ben_Humphreys,10748409,Q4885879,2007-04-18
allan langer,https://en.wikipedia.org/wiki/Allan_Langer,1413720,Q2837736,2005-01-20
joan brassil,https://en.wikipedia.org/wiki/Joan_Brassil,64532817,Q66785179,2020-07-12
berry durston,https://en.wikipedia.org/wiki/Berry_Durston,58141944,Q56226254,2018-08-14
john kundereri moriarty,https://en.wikipedia.org/wiki/John_Kundereri_Moriarty,6531402,Q6243494,2006-08-18
ray parkin,https://en.wikipedia.org/wiki/Ray_Parkin,4438594,Q7297930,2006-03-19
les scheinflug,https://en.wikipedia.org/wiki/Les_Scheinflug,7869523,Q1820577,2006-11-10
peter moore (travel author),https://en.wikipedia.org/wiki/Peter_Moore_(travel_author),1278523,Q7175940,NA
donnie sutherland,https://en.wikipedia.org/wiki/Donnie_Sutherland,15766979,Q5296695,2008-02-15
phil rogers,https://en.wikipedia.org/wiki/Phil_Rogers,5504306,Q2274284,2006-06-10
john harrower,https://en.wikipedia.org/wiki/John_Harrower,17944518,Q6238009,2008-06-14
frank farina,https://en.wikipedia.org/wiki/Frank_Farina,11464075,Q710474,2005-06-29
danielle mcgrath,https://en.wikipedia.org/wiki/Danielle_McGrath,11844686,Q512658,2007-06-19
michael maher (australian politician),https://en.wikipedia.org/wiki/Michael_Maher_(Australian_politician),17569214,Q6832447,NA
tom lewis (australian politician),https://en.wikipedia.org/wiki/Tom_Lewis_(Australian_politician),2702583,Q3525352,NA
jack mundey,https://en.wikipedia.org/wiki/Jack_Mundey,438488,Q6114227,2004-01-22
david hunt (judge),https://en.wikipedia.org/wiki/David_Hunt_(judge),31583867,Q5235260,NA
bruce gyngell,https://en.wikipedia.org/wiki/Bruce_Gyngell,2389015,Q4977596,2005-08-06
bill crews (minister),https://en.wikipedia.org/wiki/Bill_Crews_(minister),10364292,Q4908613,NA
maria skyllas-kazacos,https://en.wikipedia.org/wiki/Maria_Skyllas-Kazacos,56960077,Q52004490,NA
edmund collins,https://en.wikipedia.org/wiki/Edmund_Collins,43513286,Q1286491,2014-08-09
ronald harvey (administrator),https://en.wikipedia.org/wiki/Ronald_Harvey_(administrator),10253412,Q7364925,NA
malcolm mcintosh,https://en.wikipedia.org/wiki/Malcolm_McIntosh,42477798,Q16745007,2014-04-13
bruce william stillman,https://en.wikipedia.org/wiki/Bruce_William_Stillman,33560980,Q991815,2011-10-28
diana temple,https://en.wikipedia.org/wiki/Diana_Temple,49972632,Q60480350,2016-03-28
jiro kikkawa,https://en.wikipedia.org/wiki/Jiro_Kikkawa,6730798,Q6203088,2006-08-28
john eales,https://en.wikipedia.org/wiki/John_Eales,1693061,Q926351,2005-04-04
trevor flugge,https://en.wikipedia.org/wiki/Trevor_Flugge,10029360,Q7839151,2007-03-13
john mccarthy (australian diplomat),https://en.wikipedia.org/wiki/John_McCarthy_(Australian_diplomat),11794283,Q6247459,NA
sol bellear,https://en.wikipedia.org/wiki/Sol_Bellear,47175558,Q20675976,2015-07-07
david tudehope,https://en.wikipedia.org/wiki/David_Tudehope,57277850,Q53870574,2018-04-30
suzanne cory,https://en.wikipedia.org/wiki/Suzanne_Cory,10554156,Q1231087,2007-04-09
suzanne cory high school,https://en.wikipedia.org/wiki/Suzanne_Cory_High_School,28190346,Q7650807,2010-07-29
paul rigby,https://en.wikipedia.org/wiki/Paul_Rigby,7676723,Q7153232,2006-10-29
christopher roper (legal educator),https://en.wikipedia.org/wiki/Christopher_Roper_(legal_educator),38294190,Q5113163,NA
john moule (politician),https://en.wikipedia.org/wiki/John_Moule_(politician),47730080,Q21070016,NA
john lord (admiral),https://en.wikipedia.org/wiki/John_Lord_(admiral),57599526,Q55615211,NA
jack butcher,https://en.wikipedia.org/wiki/Jack_Butcher,18855899,Q6111496,2008-08-14
ben cropp,https://en.wikipedia.org/wiki/Ben_Cropp,6841019,Q2143011,2006-09-04
kim westwood,https://en.wikipedia.org/wiki/Kim_Westwood,26334358,Q6409561,2010-02-25
william james browne,https://en.wikipedia.org/wiki/William_James_Browne,36434194,Q8013438,2012-07-15
kaarene fitzgerald,https://en.wikipedia.org/wiki/Kaarene_Fitzgerald,42543240,Q17309026,2014-04-21
john hatton (politician),https://en.wikipedia.org/wiki/John_Hatton_(politician),20082715,Q6238244,NA
leo williams (rugby union),https://en.wikipedia.org/wiki/Leo_Williams_(rugby_union),24706892,Q6524330,NA
"sir rupert clarke, 3rd baronet","https://en.wikipedia.org/wiki/Sir_Rupert_Clarke,_3rd_Baronet",13323356,Q7528923,NA
frank ford (theatre personality),https://en.wikipedia.org/wiki/Frank_Ford_(theatre_personality),19465203,Q5486661,NA
john millett (poet),https://en.wikipedia.org/wiki/John_Millett_(poet),34816108,Q16088963,NA
philip bacon,https://en.wikipedia.org/wiki/Philip_Bacon,61312902,Q65684080,2019-07-19
harold burnell carter,https://en.wikipedia.org/wiki/Harold_Burnell_Carter,48388629,Q28843017,2015-10-27
joan maie freeman,https://en.wikipedia.org/wiki/Joan_Maie_Freeman,48609625,Q21531658,2015-11-21
richard mills (composer),https://en.wikipedia.org/wiki/Richard_Mills_(composer),4962949,Q7327820,NA
"robert may, baron may of oxford","https://en.wikipedia.org/wiki/Robert_May,_Baron_May_of_Oxford",523629,Q336397,NA
michael noonan (australian writer),https://en.wikipedia.org/wiki/Michael_Noonan_(Australian_writer),5904162,Q6833091,NA
geoffrey edwin summerhayes,https://en.wikipedia.org/wiki/Geoffrey_Edwin_Summerhayes,26972460,Q5534589,2010-04-16
stuart wagstaff,https://en.wikipedia.org/wiki/Stuart_Wagstaff,2583449,Q7627198,2005-08-31
nora heysen,https://en.wikipedia.org/wiki/Nora_Heysen,2686857,Q3878307,2005-09-16
martin wesley-smith,https://en.wikipedia.org/wiki/Martin_Wesley-Smith,13014912,Q6776869,NA
fred hilmer,https://en.wikipedia.org/wiki/Fred_Hilmer,5743845,Q5495456,2006-06-28
slim dusty,https://en.wikipedia.org/wiki/Slim_Dusty,321623,Q607807,2003-09-19
james wright (doctor),https://en.wikipedia.org/wiki/James_Wright_(doctor),37747829,Q28756465,NA
bruce cowan,https://en.wikipedia.org/wiki/Bruce_Cowan,2859841,Q2313174,2005-10-08
jennifer cashmore,https://en.wikipedia.org/wiki/Jennifer_Cashmore,5859170,Q6178185,2006-07-06
john ravenhall,https://en.wikipedia.org/wiki/John_Ravenhall,52140398,Q27975272,2016-10-30
miriam-rose ungunmerr-baumann,https://en.wikipedia.org/wiki/Miriam-Rose_Ungunmerr-Baumann,51419352,Q26705245,NA
john prior (musician),https://en.wikipedia.org/wiki/John_Prior_(musician),22512879,Q6253448,NA
william wright (australian bishop),https://en.wikipedia.org/wiki/William_Wright_(Australian_bishop),44647869,Q1724921,NA
stanislawa dabrowski,https://en.wikipedia.org/wiki/Stanislawa_Dabrowski,8885863,Q7599087,2007-01-12
paul couvret,https://en.wikipedia.org/wiki/Paul_Couvret,37030220,Q7149989,2012-09-16
ken lowrie,https://en.wikipedia.org/wiki/Ken_Lowrie,40100020,Q16019453,2013-07-29
max leroy davis,https://en.wikipedia.org/wiki/Max_Leroy_Davis,43180497,Q1912952,2014-06-30
rolf prince,https://en.wikipedia.org/wiki/Rolf_Prince,60380362,Q62606807,2019-03-31
norman rothfield,https://en.wikipedia.org/wiki/Norman_Rothfield,43211093,Q17403902,2014-07-04
michael black (judge),https://en.wikipedia.org/wiki/Michael_Black_(judge),17336355,Q6828675,NA
peter hamilton bailey,https://en.wikipedia.org/wiki/Peter_Hamilton_Bailey,55226828,Q39649457,2017-09-13
murray tobias,https://en.wikipedia.org/wiki/Murray_Tobias,17685740,Q16105234,2008-05-30
alf howard,https://en.wikipedia.org/wiki/Alf_Howard,28017301,Q4721699,2010-07-12
john harber phillips,https://en.wikipedia.org/wiki/John_Harber_Phillips,19638866,Q6237692,2008-10-06
kenneth wiltshire,https://en.wikipedia.org/wiki/Kenneth_Wiltshire,2304214,Q6390837,2005-07-25
bob francis (radio presenter),https://en.wikipedia.org/wiki/Bob_Francis_(radio_presenter),8307691,Q4932458,NA
h. rodney withers,https://en.wikipedia.org/wiki/H._Rodney_Withers,37225314,Q5628527,NA
mick palmer (police commissioner),https://en.wikipedia.org/wiki/Mick_Palmer_(police_commissioner),53648807,Q29053711,NA
timothy mclaren,https://en.wikipedia.org/wiki/Timothy_McLaren,30681068,Q14030673,2011-01-29
john r. philip,https://en.wikipedia.org/wiki/John_R._Philip,3413576,Q6253969,NA
danni roche,https://en.wikipedia.org/wiki/Danni_Roche,12129756,Q5219428,2007-07-07
russell mark,https://en.wikipedia.org/wiki/Russell_Mark,15678257,Q3357486,2008-02-10
richard oliver (paralympian),https://en.wikipedia.org/wiki/Richard_Oliver_(Paralympian),33031470,Q7328163,NA
megan marcks,https://en.wikipedia.org/wiki/Megan_Marcks,15618532,Q6808700,2008-02-06
kate slatter,https://en.wikipedia.org/wiki/Kate_Slatter,11624831,Q6375789,2007-06-06
drew ginn,https://en.wikipedia.org/wiki/Drew_Ginn,906944,Q1258722,2004-08-17
alyson annan,https://en.wikipedia.org/wiki/Alyson_Annan,7421199,Q275287,2006-10-13
tim matthews (athlete),https://en.wikipedia.org/wiki/Tim_Matthews_(athlete),33236486,Q7803910,NA
david evans (athlete),https://en.wikipedia.org/wiki/David_Evans_(athlete),33246851,Q5233459,NA
mark woodforde,https://en.wikipedia.org/wiki/Mark_Woodforde,1918850,Q360630,2005-05-21
melissa carlton,https://en.wikipedia.org/wiki/Melissa_Carlton,9356976,Q6812658,2007-02-07
peter parrott,https://en.wikipedia.org/wiki/Peter_Parrott,60773953,Q2077437,2019-05-15
ron hovey,https://en.wikipedia.org/wiki/Ron_Hovey,12744393,Q7363941,2007-08-13
christopher scott (cyclist),https://en.wikipedia.org/wiki/Christopher_Scott_(cyclist),19265214,Q5113208,NA
troy andrews (basketball),https://en.wikipedia.org/wiki/Troy_Andrews_(basketball),33031386,Q7846748,NA
michael diamond (sport shooter),https://en.wikipedia.org/wiki/Michael_Diamond_(sport_shooter),2968324,Q1927297,NA
kingsley bugarin,https://en.wikipedia.org/wiki/Kingsley_Bugarin,18903397,Q6413289,2008-08-17
kerry golding,https://en.wikipedia.org/wiki/Kerry_Golding,33247089,Q6394531,2011-09-29
orfeo cecconato,https://en.wikipedia.org/wiki/Orfeo_Cecconato,33031376,Q7101702,2011-09-09
ian craig,https://en.wikipedia.org/wiki/Ian_Craig,1862185,Q5981297,2005-05-09
timothy maloney,https://en.wikipedia.org/wiki/Timothy_Maloney,33031364,Q7807384,2011-09-09
troy sachs,https://en.wikipedia.org/wiki/Troy_Sachs,33029351,Q7846940,2011-09-09
michelle andrews,https://en.wikipedia.org/wiki/Michelle_Andrews,12129824,Q6836903,2007-07-07
julie nykiel,https://en.wikipedia.org/wiki/Julie_Nykiel,36773499,Q3811117,2012-08-20
barbara worley,https://en.wikipedia.org/wiki/Barbara_Worley,40554526,Q16095937,2013-09-17
eric richardson (australian footballer),https://en.wikipedia.org/wiki/Eric_Richardson_(Australian_footballer),49040180,Q22019294,NA
david theile,https://en.wikipedia.org/wiki/David_Theile,5993900,Q1176824,2006-07-17
roger goldsworthy (politician),https://en.wikipedia.org/wiki/Roger_Goldsworthy_(politician),39332825,Q16091192,NA
fred chaney,https://en.wikipedia.org/wiki/Fred_Chaney,7931625,Q15462333,2006-11-14
kerry sibraa,https://en.wikipedia.org/wiki/Kerry_Sibraa,15033996,Q6394660,2008-01-04
charlotte anderson,https://en.wikipedia.org/wiki/Charlotte_Anderson,15443304,Q5085828,2008-01-27
bob bottom,https://en.wikipedia.org/wiki/Bob_Bottom,36165993,Q4931883,2012-06-17
peter c. doherty,https://en.wikipedia.org/wiki/Peter_C._Doherty,1157592,Q309814,NA
bill ludwig,https://en.wikipedia.org/wiki/Bill_Ludwig,2744235,Q4909968,2005-09-24
william gummow,https://en.wikipedia.org/wiki/William_Gummow,1267117,Q8010270,2004-12-11
udo sellbach,https://en.wikipedia.org/wiki/Udo_Sellbach,40590078,Q16017567,2013-09-21
milan hudecek,https://en.wikipedia.org/wiki/Milan_Hudecek,14506216,Q6850561,2007-12-01
jack hyett,https://en.wikipedia.org/wiki/Jack_Hyett,12034440,Q6113281,2007-07-01
harry c. giese,https://en.wikipedia.org/wiki/Harry_C._Giese,40099016,Q16014871,NA
george deas brown,https://en.wikipedia.org/wiki/George_Deas_Brown,40173441,Q16089648,2013-08-07
albert ullin,https://en.wikipedia.org/wiki/Albert_Ullin,58466787,Q56604364,2018-09-12
liz mullinar,https://en.wikipedia.org/wiki/Liz_Mullinar,31440934,Q6660251,2011-04-08
frankie davidson,https://en.wikipedia.org/wiki/Frankie_Davidson,60839457,Q63993347,2019-05-23
paul fitzgerald (painter),https://en.wikipedia.org/wiki/Paul_Fitzgerald_(painter),21066336,Q7150652,NA
richard letts,https://en.wikipedia.org/wiki/Richard_Letts,23923355,Q7327351,2009-08-09
evan walker (politician),https://en.wikipedia.org/wiki/Evan_Walker_(politician),43235895,Q17402546,NA
moya henderson,https://en.wikipedia.org/wiki/Moya_Henderson,4467911,Q6927578,2006-03-21
madonna staunton,https://en.wikipedia.org/wiki/Madonna_Staunton,63313997,Q67090439,2020-03-08
ken scarlett,https://en.wikipedia.org/wiki/Ken_Scarlett,34449550,Q6388442,2012-01-21
joyce stevens,https://en.wikipedia.org/wiki/Joyce_Stevens,54089890,Q33100363,2017-05-20
dale spender,https://en.wikipedia.org/wiki/Dale_Spender,7887640,Q5210637,2006-11-11
roger powell (general),https://en.wikipedia.org/wiki/Roger_Powell_(general),21457189,Q16734678,NA
joan paton,https://en.wikipedia.org/wiki/Joan_Paton,14370714,Q6205350,2007-11-23
mal logan,https://en.wikipedia.org/wiki/Mal_Logan,13061341,Q6740616,2007-09-02
anne boyd,https://en.wikipedia.org/wiki/Anne_Boyd,1800165,Q2607573,2005-04-26
tim burstall,https://en.wikipedia.org/wiki/Tim_Burstall,610851,Q7803256,2004-04-21
bruce eastick,https://en.wikipedia.org/wiki/Bruce_Eastick,8824362,Q16090285,2007-01-08
michael keating (public servant),https://en.wikipedia.org/wiki/Michael_Keating_(public_servant),41996189,Q16105381,NA
ian rogers (chess player),https://en.wikipedia.org/wiki/Ian_Rogers_(chess_player),1479837,Q1362091,NA
paul wade,https://en.wikipedia.org/wiki/Paul_Wade,5163450,Q2056384,2006-05-16
harry thompson (australian footballer),https://en.wikipedia.org/wiki/Harry_Thompson_(Australian_footballer),41177092,Q16066762,NA
michael norton (skier),https://en.wikipedia.org/wiki/Michael_Norton_(skier),33310139,Q6833102,NA
don hopgood,https://en.wikipedia.org/wiki/Don_Hopgood,42270560,Q16104885,2014-03-21
catherine hamlin,https://en.wikipedia.org/wiki/Catherine_Hamlin,5188713,Q524423,2006-05-18
carl wood,https://en.wikipedia.org/wiki/Carl_Wood,1437921,Q692611,2005-01-27
stewart cockburn,https://en.wikipedia.org/wiki/Stewart_Cockburn,63341172,Q87773545,2020-03-10
yoram gross,https://en.wikipedia.org/wiki/Yoram_Gross,4084083,Q54855,2006-02-15
joe riordan,https://en.wikipedia.org/wiki/Joe_Riordan,15617908,Q16019536,2008-02-06
frank mossfield,https://en.wikipedia.org/wiki/Frank_Mossfield,583511,Q5488558,2004-04-08
robert richardson (raaf officer),https://en.wikipedia.org/wiki/Robert_Richardson_(RAAF_officer),42272926,Q16105750,NA
ian kiernan,https://en.wikipedia.org/wiki/Ian_Kiernan,1144231,Q5981978,2004-11-08
jim brown (new south wales politician),https://en.wikipedia.org/wiki/Jim_Brown_(New_South_Wales_politician),5125275,Q6193859,NA
mollie gillen,https://en.wikipedia.org/wiki/Mollie_Gillen,44416092,Q2597215,2014-11-16
"jack roberts (footballer, born 1867)","https://en.wikipedia.org/wiki/Jack_Roberts_(footballer,_born_1867)",41186007,Q15996157,NA
irene moss,https://en.wikipedia.org/wiki/Irene_Moss,14083612,Q6069158,2007-11-05
concetta benn,https://en.wikipedia.org/wiki/Concetta_Benn,50975921,Q25262266,2016-07-02
christopher koch,https://en.wikipedia.org/wiki/Christopher_Koch,3663575,Q1086776,2006-01-09
john curro,https://en.wikipedia.org/wiki/John_Curro,26902239,Q6227951,2010-04-10
elizabeth cameron dalman,https://en.wikipedia.org/wiki/Elizabeth_Cameron_Dalman,33416453,Q18389591,2011-10-15
raymond boultwood ewers,https://en.wikipedia.org/wiki/Raymond_Boultwood_Ewers,17111515,Q7298611,2008-04-25
max germaine,https://en.wikipedia.org/wiki/Max_Germaine,42097898,Q16864449,2014-03-03
lex marinos,https://en.wikipedia.org/wiki/Lex_Marinos,4578995,Q6537578,2006-03-31
mervyn ashmore smith,https://en.wikipedia.org/wiki/Mervyn_Ashmore_Smith,43763952,Q18166179,2014-09-07
marian sawer,https://en.wikipedia.org/wiki/Marian_Sawer,63786196,Q59159519,2020-04-27
eva burrows,https://en.wikipedia.org/wiki/Eva_Burrows,2440849,Q1022204,2005-08-12
douglas vincent (australian army officer),https://en.wikipedia.org/wiki/Douglas_Vincent_(Australian_Army_officer),36105701,Q5302064,NA
kamahl,https://en.wikipedia.org/wiki/Kamahl,1647071,Q2885132,2005-03-25
john brown (servant),https://en.wikipedia.org/wiki/John_Brown_(servant),77324,Q637377,NA
tom cole (stockman),https://en.wikipedia.org/wiki/Tom_Cole_(stockman),51322132,Q26785088,NA
john sanderson,https://en.wikipedia.org/wiki/John_Sanderson,362052,Q3182423,2003-11-10
guy green (judge),https://en.wikipedia.org/wiki/Guy_Green_(judge),237006,Q951576,NA
elliott johnston,https://en.wikipedia.org/wiki/Elliott_Johnston,38478065,Q5365675,2013-02-10
doone kennedy,https://en.wikipedia.org/wiki/Doone_Kennedy,44010672,Q18187065,2014-10-03
thomas reeves (vc),https://en.wikipedia.org/wiki/Thomas_Reeves_(VC),1220268,Q7793455,NA
susan pond,https://en.wikipedia.org/wiki/Susan_Pond,57279130,Q52424196,2018-04-30
harry holgate,https://en.wikipedia.org/wiki/Harry_Holgate,2807433,Q16013862,2005-10-01
bill grayden,https://en.wikipedia.org/wiki/Bill_Grayden,18674590,Q4909203,2008-08-01
kevin cullen (doctor),https://en.wikipedia.org/wiki/Kevin_Cullen_(doctor),29783195,Q56293215,NA
lorraine dennerstein,https://en.wikipedia.org/wiki/Lorraine_Dennerstein,44314476,Q19872829,2014-11-06
norm foster (politician),https://en.wikipedia.org/wiki/Norm_Foster_(politician),4873247,Q16017391,NA
warwick forbes,https://en.wikipedia.org/wiki/Warwick_Forbes,55382949,Q41298250,2017-09-29
mark richards (surfer),https://en.wikipedia.org/wiki/Mark_Richards_(surfer),354272,Q1470097,NA
jim peacock,https://en.wikipedia.org/wiki/Jim_Peacock,13723038,Q6197418,2007-10-14
norman tindale,https://en.wikipedia.org/wiki/Norman_Tindale,2481372,Q2119932,2005-08-18
susie maroney,https://en.wikipedia.org/wiki/Susie_Maroney,2682414,Q7649045,2005-09-15
dorothy hill,https://en.wikipedia.org/wiki/Dorothy_Hill,1758259,Q3037171,2005-04-18
dorothy hill medal,https://en.wikipedia.org/wiki/Dorothy_Hill_Medal,59190719,Q60756218,2018-11-29
shirley jeffrey,https://en.wikipedia.org/wiki/Shirley_Jeffrey,43562650,Q17516072,2014-08-14
ray whitrod,https://en.wikipedia.org/wiki/Ray_Whitrod,19679172,Q7298286,2008-10-08
stephen hawkins,https://en.wikipedia.org/wiki/Stephen_Hawkins,21396852,Q7609448,2009-02-04
clint robinson (canoeist),https://en.wikipedia.org/wiki/Clint_Robinson_(canoeist),18469995,Q2979342,NA
kieren perkins,https://en.wikipedia.org/wiki/Kieren_Perkins,211208,Q362197,2003-04-16
noel hush,https://en.wikipedia.org/wiki/Noel_Hush,34200952,Q1995372,2011-12-27
jim furner,https://en.wikipedia.org/wiki/Jim_Furner,46754276,Q19975877,2015-05-20
robin hughes (filmmaker),https://en.wikipedia.org/wiki/Robin_Hughes_(filmmaker),61793130,Q78099898,NA
james gobbo,https://en.wikipedia.org/wiki/James_Gobbo,1517607,Q935115,2005-02-17
bob cotton,https://en.wikipedia.org/wiki/Bob_Cotton,8767513,Q4932144,2007-01-05
david malet armstrong,https://en.wikipedia.org/wiki/David_Malet_Armstrong,2108195,Q1173590,2005-06-24
leonie kramer,https://en.wikipedia.org/wiki/Leonie_Kramer,6068039,Q6526614,2006-07-22
kevin ryan (rugby),https://en.wikipedia.org/wiki/Kevin_Ryan_(rugby),6432436,Q6397413,NA
max hooper,https://en.wikipedia.org/wiki/Max_Hooper,50296444,Q23913399,2016-04-24
heather innes,https://en.wikipedia.org/wiki/Heather_Innes,56332386,Q47456181,2018-01-17
ted egan,https://en.wikipedia.org/wiki/Ted_Egan,1793121,Q7693161,2005-04-25
patricia brennan,https://en.wikipedia.org/wiki/Patricia_Brennan,31398406,Q7145481,2011-04-05
peter fritz,https://en.wikipedia.org/wiki/Peter_Fritz,29112943,Q7174103,2010-10-08
june dally-watkins,https://en.wikipedia.org/wiki/June_Dally-Watkins,35143115,Q6312262,NA
david tonkin,https://en.wikipedia.org/wiki/David_Tonkin,737673,Q3018895,2004-06-20
george ivan smith,https://en.wikipedia.org/wiki/George_Ivan_Smith,13507228,Q5540976,2007-09-30
barry tuckwell,https://en.wikipedia.org/wiki/Barry_Tuckwell,2458926,Q809108,2005-08-15
george dreyfus,https://en.wikipedia.org/wiki/George_Dreyfus,10026441,Q869751,2007-03-13
john williamson (singer),https://en.wikipedia.org/wiki/John_Williamson_(singer),2205045,Q1702184,NA
jill perryman,https://en.wikipedia.org/wiki/Jill_Perryman,19968502,Q6193008,2008-06-30
eric charles rolls,https://en.wikipedia.org/wiki/Eric_Charles_Rolls,62469514,Q76840007,2019-11-30
bruce dawe,https://en.wikipedia.org/wiki/Bruce_Dawe,2701288,Q4977359,2005-09-18
leonard teale,https://en.wikipedia.org/wiki/Leonard_Teale,4740629,Q6525783,2006-04-14
don charlwood,https://en.wikipedia.org/wiki/Don_Charlwood,26003320,Q5292412,2010-01-30
ade monsbourgh,https://en.wikipedia.org/wiki/Ade_Monsbourgh,58606942,Q56811718,2018-09-29
max dupain,https://en.wikipedia.org/wiki/Max_Dupain,2713069,Q3033453,2005-09-20
joseph stanislaus ostoja-kotkowski,https://en.wikipedia.org/wiki/Joseph_Stanislaus_Ostoja-Kotkowski,5754704,Q6287144,NA
jean skuse,https://en.wikipedia.org/wiki/Jean_Skuse,63418535,Q87996521,2020-03-19
phyllis frost,https://en.wikipedia.org/wiki/Phyllis_Frost,9275663,Q7188556,2007-02-02
jim molan,https://en.wikipedia.org/wiki/Jim_Molan,17158624,Q6196985,2008-04-28
donald chalmers,https://en.wikipedia.org/wiki/Donald_Chalmers,29679689,Q5294160,2010-11-20
john canny,https://en.wikipedia.org/wiki/John_Canny,20779450,Q6225059,2008-12-20
john coates (general),https://en.wikipedia.org/wiki/John_Coates_(general),26985804,Q6226435,NA
peter arnison,https://en.wikipedia.org/wiki/Peter_Arnison,4353301,Q472596,2006-03-11
henry oliver lancaster,https://en.wikipedia.org/wiki/Henry_Oliver_Lancaster,52684434,Q28059118,2016-12-25
maureen brunt,https://en.wikipedia.org/wiki/Maureen_Brunt,42899023,Q28219596,2014-05-29
david malcolm,https://en.wikipedia.org/wiki/David_Malcolm,3665212,Q13522497,2006-01-09
arthur gietzelt,https://en.wikipedia.org/wiki/Arthur_Gietzelt,15304624,Q4798812,2008-01-19
don grimes,https://en.wikipedia.org/wiki/Don_Grimes,14345421,Q5292712,2007-11-21
ian wood (politician),https://en.wikipedia.org/wiki/Ian_Wood_(politician),20233337,Q5983311,NA
ainslie sheil,https://en.wikipedia.org/wiki/Ainslie_Sheil,28198097,Q4697493,2010-07-30
alf rattigan,https://en.wikipedia.org/wiki/Alf_Rattigan,42505187,Q16745033,2014-04-16
thomas alexander johnson,https://en.wikipedia.org/wiki/Thomas_Alexander_Johnson,46183405,Q19664705,2015-03-21
sidney robert freshwater,https://en.wikipedia.org/wiki/Sidney_Robert_Freshwater,40407091,Q19878972,2013-08-31
john alexander (australian politician),https://en.wikipedia.org/wiki/John_Alexander_(Australian_politician),1927706,Q1281683,NA
david roderick curtis,https://en.wikipedia.org/wiki/David_Roderick_Curtis,52728900,Q21165887,2016-12-30
dean mercer,https://en.wikipedia.org/wiki/Dean_Mercer,55054367,Q38065570,2017-08-28
kerry saxby-junna,https://en.wikipedia.org/wiki/Kerry_Saxby-Junna,5563731,Q442173,NA
wilma shakespear,https://en.wikipedia.org/wiki/Wilma_Shakespear,55301543,Q40510890,2017-09-21
allen kerr,https://en.wikipedia.org/wiki/Allen_Kerr,11371107,Q4731736,2007-05-23
edward clancy (cardinal),https://en.wikipedia.org/wiki/Edward_Clancy_(cardinal),1732872,Q547158,NA
barry hunter (bishop),https://en.wikipedia.org/wiki/Barry_Hunter_(bishop),29128533,Q4864327,NA
nick farr-jones,https://en.wikipedia.org/wiki/Nick_Farr-Jones,3489523,Q3339743,NA
john grant (neurosurgeon),https://en.wikipedia.org/wiki/John_Grant_(neurosurgeon),37675808,Q15993028,NA
maude bonney,https://en.wikipedia.org/wiki/Maude_Bonney,5293656,Q6792288,2006-05-26
peter abeles,https://en.wikipedia.org/wiki/Peter_Abeles,3571363,Q7172454,2005-12-30
john cornforth,https://en.wikipedia.org/wiki/John_Cornforth,1138327,Q135154,2004-11-06
darrel baldock,https://en.wikipedia.org/wiki/Darrel_Baldock,3719477,Q3016466,2006-01-14
donald dunstan (governor),https://en.wikipedia.org/wiki/Donald_Dunstan_(governor),2127699,Q1239715,NA
pat galvin (public servant),https://en.wikipedia.org/wiki/Pat_Galvin_(public_servant),46321982,Q19873615,NA
david sadleir,https://en.wikipedia.org/wiki/David_Sadleir,43599746,Q18166305,2014-08-19
ted pocock,https://en.wikipedia.org/wiki/Ted_Pocock,49372812,Q23008595,2016-02-09
roger shipton,https://en.wikipedia.org/wiki/Roger_Shipton,11601772,Q7358908,2007-06-05
clarrie millar,https://en.wikipedia.org/wiki/Clarrie_Millar,18588977,Q5127765,2008-07-26
michael kirby (judge),https://en.wikipedia.org/wiki/Michael_Kirby_(judge),321543,Q6831895,NA
tony fitzgerald,https://en.wikipedia.org/wiki/Tony_Fitzgerald,9001245,Q7822344,2007-01-19
roma mitchell,https://en.wikipedia.org/wiki/Roma_Mitchell,534665,Q515889,2004-03-18
thomas reynolds (australian politician),https://en.wikipedia.org/wiki/Thomas_Reynolds_(Australian_politician),2361310,Q7793485,NA
james howard browne,https://en.wikipedia.org/wiki/James_Howard_Browne,26295113,Q6136300,2010-02-22
anthony judge,https://en.wikipedia.org/wiki/Anthony_Judge,19481308,Q4772860,2008-09-26
johnny ashcroft,https://en.wikipedia.org/wiki/Johnny_Ashcroft,11288179,Q6266260,2007-05-18
philip cox,https://en.wikipedia.org/wiki/Philip_Cox,17016400,Q7183384,2008-04-20
